STATION,NAME,DATE,PRCP,SNOW,TMAX,TMIN
USC00203858,"HOLLAND, MI US",5/19/1921,0,0,27.8,10.6
USC00203858,"HOLLAND, MI US",5/20/1921,0,0,31.1,17.8
USC00203858,"HOLLAND, MI US",5/21/1921,0,0,31.1,16.1
USC00203858,"HOLLAND, MI US",5/22/1921,0,0,30.6,18.3
USC00203858,"HOLLAND, MI US",5/23/1921,0,0,30.6,18.3
USC00203858,"HOLLAND, MI US",5/24/1921,24.9,0,29.4,17.2
USC00203858,"HOLLAND, MI US",5/25/1921,0,0,27.2,16.1
USC00203858,"HOLLAND, MI US",5/26/1921,0,0,27.2,15.6
USC00203858,"HOLLAND, MI US",5/27/1921,8.4,0,27.2,15
USC00203858,"HOLLAND, MI US",5/28/1921,8.6,0,23.3,16.1
USC00203858,"HOLLAND, MI US",5/29/1921,0,0,25.6,12.2
USC00203858,"HOLLAND, MI US",5/30/1921,0,0,30,14.4
USC00203858,"HOLLAND, MI US",5/31/1921,0.3,0,26.1,16.7
USC00203858,"HOLLAND, MI US",6/1/1921,0,0,23.9,11.7
USC00203858,"HOLLAND, MI US",6/2/1921,1,0,28.3,13.9
USC00203858,"HOLLAND, MI US",6/3/1921,13.5,0,23.9,16.1
USC00203858,"HOLLAND, MI US",6/4/1921,0,0,21.1,4.4
USC00203858,"HOLLAND, MI US",6/5/1921,0,0,22.2,6.1
USC00203858,"HOLLAND, MI US",6/6/1921,0,0,23.9,5.6
USC00203858,"HOLLAND, MI US",6/7/1921,2,0,21.7,13.3
USC00203858,"HOLLAND, MI US",6/8/1921,2.5,0,26.1,14.4
USC00203858,"HOLLAND, MI US",6/9/1921,0,0,28.9,16.1
USC00203858,"HOLLAND, MI US",6/10/1921,0.3,0,30,16.1
USC00203858,"HOLLAND, MI US",6/11/1921,6.6,0,25.6,19.4
USC00203858,"HOLLAND, MI US",6/12/1921,0,0,29.4,13.9
USC00203858,"HOLLAND, MI US",6/13/1921,0,0,29.4,15.6
USC00203858,"HOLLAND, MI US",6/14/1921,0,0,32.8,18.9
USC00203858,"HOLLAND, MI US",6/15/1921,0,0,29.4,15.6
USC00203858,"HOLLAND, MI US",6/16/1921,0,0,32.8,18.9
USC00203858,"HOLLAND, MI US",6/17/1921,0,0,31.1,21.1
USC00203858,"HOLLAND, MI US",6/18/1921,0,0,30,21.1
USC00203858,"HOLLAND, MI US",6/19/1921,0,0,31.1,18.3
USC00203858,"HOLLAND, MI US",6/20/1921,0,0,31.7,16.1
USC00203858,"HOLLAND, MI US",6/21/1921,0,0,30,20
USC00203858,"HOLLAND, MI US",6/22/1921,0,0,30.6,19.4
USC00203858,"HOLLAND, MI US",6/23/1921,0,0,28.9,19.4
USC00203858,"HOLLAND, MI US",6/24/1921,0,0,31.7,15.6
USC00203858,"HOLLAND, MI US",6/25/1921,0,0,33.3,18.3
USC00203858,"HOLLAND, MI US",6/26/1921,0,0,31.7,18.3
USC00203858,"HOLLAND, MI US",6/27/1921,5.3,0,30.6,20
USC00203858,"HOLLAND, MI US",6/28/1921,6.1,0,28.9,20.6
USC00203858,"HOLLAND, MI US",6/29/1921,0,0,32.2,18.3
USC00203858,"HOLLAND, MI US",6/30/1921,0,0,35,18.3
USC00203858,"HOLLAND, MI US",7/1/1921,0,0,31.7,18.3
USC00203858,"HOLLAND, MI US",7/2/1921,0,0,35,21.7
USC00203858,"HOLLAND, MI US",7/3/1921,0,0,33.9,22.8
USC00203858,"HOLLAND, MI US",7/4/1921,0,0,34.4,23.3
USC00203858,"HOLLAND, MI US",7/5/1921,0,0,37.2,21.1
USC00203858,"HOLLAND, MI US",7/6/1921,0,0,35,21.1
USC00203858,"HOLLAND, MI US",7/7/1921,0,0,34.4,21.7
USC00203858,"HOLLAND, MI US",7/8/1921,3,0,27.2,20
USC00203858,"HOLLAND, MI US",7/9/1921,0,0,28.3,18.9
USC00203858,"HOLLAND, MI US",7/10/1921,0,0,26.7,16.1
USC00203858,"HOLLAND, MI US",7/11/1921,0,0,31.7,15.6
USC00203858,"HOLLAND, MI US",7/12/1921,0,0,33.3,17.8
USC00203858,"HOLLAND, MI US",7/13/1921,0,0,35,18.3
USC00203858,"HOLLAND, MI US",7/14/1921,7.6,0,31.7,21.7
USC00203858,"HOLLAND, MI US",7/15/1921,0,0,31.1,17.8
USC00203858,"HOLLAND, MI US",7/16/1921,0,0,30.6,13.9
USC00203858,"HOLLAND, MI US",7/17/1921,0,0,33.3,16.1
USC00203858,"HOLLAND, MI US",7/18/1921,0,0,33.9,24.4
USC00203858,"HOLLAND, MI US",7/19/1921,6.1,0,27.2,20
USC00203858,"HOLLAND, MI US",7/20/1921,0,0,27.8,14.4
USC00203858,"HOLLAND, MI US",7/21/1921,0,0,26.1,11.7
USC00203858,"HOLLAND, MI US",7/22/1921,0,0,28.9,11.7
USC00203858,"HOLLAND, MI US",7/23/1921,0,0,32.8,16.7
USC00203858,"HOLLAND, MI US",7/24/1921,0,0,32.2,21.7
USC00203858,"HOLLAND, MI US",7/25/1921,8.9,0,30.6,18.9
USC00203858,"HOLLAND, MI US",7/26/1921,0,0,32.8,23.3
USC00203858,"HOLLAND, MI US",7/27/1921,0,0,31.1,25.6
USC00203858,"HOLLAND, MI US",7/28/1921,0.3,0,28.3,22.2
USC00203858,"HOLLAND, MI US",7/29/1921,0,0,29.4,13.9
USC00203858,"HOLLAND, MI US",7/30/1921,0,0,32.2,16.7
USC00203858,"HOLLAND, MI US",7/31/1921,0,0,28.3,13.9
USC00203858,"HOLLAND, MI US",8/1/1921,6.4,0,21.7,12.2
USC00203858,"HOLLAND, MI US",8/2/1921,3,0,21.1,13.9
USC00203858,"HOLLAND, MI US",8/3/1921,0,0,25.6,10.6
USC00203858,"HOLLAND, MI US",8/4/1921,0.3,0,27.2,10.6
USC00203858,"HOLLAND, MI US",8/5/1921,0,0,30,17.8
USC00203858,"HOLLAND, MI US",8/6/1921,19.3,0,26.1,19.4
USC00203858,"HOLLAND, MI US",8/7/1921,0,0,24.4,16.7
USC00203858,"HOLLAND, MI US",8/8/1921,0,0,23.9,16.1
USC00203858,"HOLLAND, MI US",8/9/1921,0,0,28.3,17.2
USC00203858,"HOLLAND, MI US",8/10/1921,8.4,0,26.1,18.3
USC00203858,"HOLLAND, MI US",8/11/1921,13.7,0,26.1,18.3
USC00203858,"HOLLAND, MI US",8/12/1921,0,0,25,16.7
USC00203858,"HOLLAND, MI US",8/13/1921,0,0,30,14.4
USC00203858,"HOLLAND, MI US",8/14/1921,6.6,0,25,13.3
USC00203858,"HOLLAND, MI US",8/15/1921,0,0,22.8,6.7
USC00203858,"HOLLAND, MI US",8/16/1921,0,0,25,13.3
USC00203858,"HOLLAND, MI US",8/17/1921,41.4,0,26.1,16.1
USC00203858,"HOLLAND, MI US",8/18/1921,1,0,23.9,17.2
USC00203858,"HOLLAND, MI US",8/19/1921,0,0,29.4,13.3
USC00203858,"HOLLAND, MI US",8/20/1921,9.4,0,27.8,16.1
USC00203858,"HOLLAND, MI US",8/21/1921,0,0,23.3,7.8
USC00203858,"HOLLAND, MI US",8/22/1921,0,0,22.8,9.4
USC00203858,"HOLLAND, MI US",8/23/1921,0,0,27.8,10.6
USC00203858,"HOLLAND, MI US",8/24/1921,0,0,27.8,13.9
USC00203858,"HOLLAND, MI US",8/25/1921,0,0,30,15
USC00203858,"HOLLAND, MI US",8/26/1921,0,0,31.7,16.7
USC00203858,"HOLLAND, MI US",8/27/1921,21.1,0,27.8,21.1
USC00203858,"HOLLAND, MI US",8/28/1921,2.3,0,26.7,20.6
USC00203858,"HOLLAND, MI US",8/29/1921,0,0,31.7,18.9
USC00203858,"HOLLAND, MI US",8/30/1921,0,0,30.6,22.8
USC00203858,"HOLLAND, MI US",8/31/1921,0,0,31.1,20.6
USC00203858,"HOLLAND, MI US",9/1/1921,0,0,31.7,19.4
USC00203858,"HOLLAND, MI US",9/2/1921,0,0,30.6,21.7
USC00203858,"HOLLAND, MI US",9/3/1921,1,0,29.4,20.6
USC00203858,"HOLLAND, MI US",9/4/1921,0,0,30,20.6
USC00203858,"HOLLAND, MI US",9/5/1921,31.5,0,24.4,16.7
USC00203858,"HOLLAND, MI US",9/6/1921,0,0,25,10
USC00203858,"HOLLAND, MI US",9/7/1921,0,0,27.8,11.1
USC00203858,"HOLLAND, MI US",9/8/1921,0,0,28.3,14.4
USC00203858,"HOLLAND, MI US",9/9/1921,0,0,28.3,16.1
USC00203858,"HOLLAND, MI US",9/10/1921,0.5,0,25.6,17.2
USC00203858,"HOLLAND, MI US",9/11/1921,2.3,0,24.4,17.8
USC00203858,"HOLLAND, MI US",9/12/1921,0,0,21.1,10.6
USC00203858,"HOLLAND, MI US",9/13/1921,0,0,25,10.6
USC00203858,"HOLLAND, MI US",9/14/1921,0,0,22.8,15.6
USC00203858,"HOLLAND, MI US",9/15/1921,2.5,0,25,13.3
USC00203858,"HOLLAND, MI US",9/16/1921,0.5,0,21.1,15.6
USC00203858,"HOLLAND, MI US",9/17/1921,5.1,0,23.3,18.3
USC00203858,"HOLLAND, MI US",9/18/1921,0,0,20.6,12.8
USC00203858,"HOLLAND, MI US",9/19/1921,2.8,0,22.2,5
USC00203858,"HOLLAND, MI US",9/20/1921,7.4,0,26.1,15
USC00203858,"HOLLAND, MI US",9/21/1921,9.7,0,24.4,18.3
USC00203858,"HOLLAND, MI US",9/22/1921,0,0,24.4,17.8
USC00203858,"HOLLAND, MI US",9/23/1921,0,0,26.1,10
USC00203858,"HOLLAND, MI US",9/24/1921,2.3,0,22.2,15
USC00203858,"HOLLAND, MI US",9/25/1921,10.2,0,20,13.3
USC00203858,"HOLLAND, MI US",9/26/1921,0,0,22.8,5.6
USC00203858,"HOLLAND, MI US",9/27/1921,0,0,22.8,9.4
USC00203858,"HOLLAND, MI US",9/28/1921,0,0,25,9.4
USC00203858,"HOLLAND, MI US",9/29/1921,17.8,0,30.6,17.2
USC00203858,"HOLLAND, MI US",9/30/1921,35.6,0,18.9,10
USC00203858,"HOLLAND, MI US",10/1/1921,0,0,20.6,9.4
USC00203858,"HOLLAND, MI US",10/2/1921,17.3,0,16.7,11.7
USC00203858,"HOLLAND, MI US",10/3/1921,3.8,0,13.9,6.7
USC00203858,"HOLLAND, MI US",10/4/1921,5.1,0,15,4.4
USC00203858,"HOLLAND, MI US",10/5/1921,0,0,17.8,3.3
USC00203858,"HOLLAND, MI US",10/6/1921,0.5,0,18.9,3.9
USC00203858,"HOLLAND, MI US",10/7/1921,35.8,0,12.2,6.1
USC00203858,"HOLLAND, MI US",10/8/1921,1.8,0,9.4,3.3
USC00203858,"HOLLAND, MI US",10/9/1921,0.5,0,13.9,5
USC00203858,"HOLLAND, MI US",10/10/1921,15.2,0,13.3,4.4
USC00203858,"HOLLAND, MI US",10/11/1921,4.8,0,10,3.9
USC00203858,"HOLLAND, MI US",10/12/1921,5.1,0,10,1.1
USC00203858,"HOLLAND, MI US",10/13/1921,0,0,16.1,0
USC00203858,"HOLLAND, MI US",10/14/1921,0,0,18.3,5
USC00203858,"HOLLAND, MI US",10/15/1921,0,0,19.4,2.8
USC00203858,"HOLLAND, MI US",10/16/1921,0,0,23.3,7.8
USC00203858,"HOLLAND, MI US",10/17/1921,0,0,20.6,15.6
USC00203858,"HOLLAND, MI US",10/18/1921,3.8,0,17.2,11.7
USC00203858,"HOLLAND, MI US",10/19/1921,3,0,14.4,7.8
USC00203858,"HOLLAND, MI US",10/20/1921,0,0,13.9,5
USC00203858,"HOLLAND, MI US",10/21/1921,0,0,15,3.3
USC00203858,"HOLLAND, MI US",10/22/1921,0,0,14.4,10
USC00203858,"HOLLAND, MI US",10/23/1921,0,0,15.6,2.8
USC00203858,"HOLLAND, MI US",10/24/1921,0,0,18.3,8.3
USC00203858,"HOLLAND, MI US",10/25/1921,0,0,13.3,7.2
USC00203858,"HOLLAND, MI US",10/26/1921,0,0,16.1,4.4
USC00203858,"HOLLAND, MI US",10/27/1921,12.4,0,18.3,10.6
USC00203858,"HOLLAND, MI US",10/28/1921,0,0,20.6,6.7
USC00203858,"HOLLAND, MI US",10/29/1921,22.9,0,13.9,10.6
USC00203858,"HOLLAND, MI US",10/30/1921,0,0,14.4,11.1
USC00203858,"HOLLAND, MI US",10/31/1921,0,0,16.1,9.4
USC00203858,"HOLLAND, MI US",11/1/1921,0,0,14.4,3.3
USC00203858,"HOLLAND, MI US",11/2/1921,0,0,8.9,-3.3
USC00203858,"HOLLAND, MI US",11/3/1921,0,0,8.9,1.7
USC00203858,"HOLLAND, MI US",11/4/1921,0,0,12.2,3.3
USC00203858,"HOLLAND, MI US",11/5/1921,0,0,7.8,1.7
USC00203858,"HOLLAND, MI US",11/6/1921,0,0,7.8,0.6
USC00203858,"HOLLAND, MI US",11/7/1921,0,0,7.2,-1.1
USC00203858,"HOLLAND, MI US",11/8/1921,20.3,254,3.9,-2.8
USC00203858,"HOLLAND, MI US",11/9/1921,5.1,51,2.2,-4.4
USC00203858,"HOLLAND, MI US",11/10/1921,0,0,5.6,-6.1
USC00203858,"HOLLAND, MI US",11/11/1921,0,0,2.8,-3.3
USC00203858,"HOLLAND, MI US",11/12/1921,0,0,0.6,-11.1
USC00203858,"HOLLAND, MI US",11/13/1921,1.3,13,1.7,-3.3
USC00203858,"HOLLAND, MI US",11/14/1921,1,13,3.3,0.6
USC00203858,"HOLLAND, MI US",11/15/1921,0,0,2.8,0
USC00203858,"HOLLAND, MI US",11/16/1921,0,0,5.6,0
USC00203858,"HOLLAND, MI US",11/17/1921,2,0,16.1,2.8
USC00203858,"HOLLAND, MI US",11/18/1921,12.7,0,16.1,5.6
USC00203858,"HOLLAND, MI US",11/19/1921,30,0,6.7,0.6
USC00203858,"HOLLAND, MI US",11/20/1921,0,0,3.3,-1.7
USC00203858,"HOLLAND, MI US",11/21/1921,0,0,6.1,0
USC00203858,"HOLLAND, MI US",11/22/1921,0,0,2.2,-2.2
USC00203858,"HOLLAND, MI US",11/23/1921,0,0,1.7,-3.3
USC00203858,"HOLLAND, MI US",11/24/1921,0,0,4.4,0
USC00203858,"HOLLAND, MI US",11/25/1921,0,0,6.7,-3.9
USC00203858,"HOLLAND, MI US",11/26/1921,3,0,6.7,1.7
USC00203858,"HOLLAND, MI US",11/27/1921,0,0,6.7,3.3
USC00203858,"HOLLAND, MI US",11/28/1921,0,0,6.1,0.6
USC00203858,"HOLLAND, MI US",11/29/1921,0,0,6.7,0.6
USC00203858,"HOLLAND, MI US",11/30/1921,0.3,0,4.4,-3.3
USC00203858,"HOLLAND, MI US",12/1/1921,3.3,0,15,2.8
USC00203858,"HOLLAND, MI US",12/2/1921,15.7,0,13.3,1.1
USC00203858,"HOLLAND, MI US",12/3/1921,0,0,3.3,-1.7
USC00203858,"HOLLAND, MI US",12/4/1921,0,0,4.4,-3.9
USC00203858,"HOLLAND, MI US",12/5/1921,8.4,51,2.2,-1.1
USC00203858,"HOLLAND, MI US",12/6/1921,0,0,5,-3.3
USC00203858,"HOLLAND, MI US",12/7/1921,0,0,2.8,-2.8
USC00203858,"HOLLAND, MI US",12/8/1921,0,0,1.7,-2.2
USC00203858,"HOLLAND, MI US",12/9/1921,0,0,1.7,-2.8
USC00203858,"HOLLAND, MI US",12/10/1921,0,0,6.7,-0.6
USC00203858,"HOLLAND, MI US",12/11/1921,2,0,6.1,2.2
USC00203858,"HOLLAND, MI US",12/12/1921,3.6,51,3.9,-1.1
USC00203858,"HOLLAND, MI US",12/13/1921,0.8,13,2.8,-2.2
USC00203858,"HOLLAND, MI US",12/14/1921,0,0,1.1,-3.3
USC00203858,"HOLLAND, MI US",12/15/1921,0,0,3.9,-6.1
USC00203858,"HOLLAND, MI US",12/16/1921,3,0,8.3,1.1
USC00203858,"HOLLAND, MI US",12/17/1921,36.8,0,9.4,1.7
USC00203858,"HOLLAND, MI US",12/18/1921,6.4,64,2.8,-5
USC00203858,"HOLLAND, MI US",12/19/1921,3.8,38,0.6,-6.1
USC00203858,"HOLLAND, MI US",12/20/1921,0,0,3.9,-6.7
USC00203858,"HOLLAND, MI US",12/21/1921,0,0,1.1,-10
USC00203858,"HOLLAND, MI US",12/22/1921,0,0,-4.4,-11.1
USC00203858,"HOLLAND, MI US",12/23/1921,0,0,0,-5.6
USC00203858,"HOLLAND, MI US",12/24/1921,1,25,-2.2,-12.8
USC00203858,"HOLLAND, MI US",12/25/1921,0.5,13,-4.4,-15
USC00203858,"HOLLAND, MI US",12/26/1921,0,0,-0.6,-6.1
USC00203858,"HOLLAND, MI US",12/27/1921,0,0,0,-5
USC00203858,"HOLLAND, MI US",12/28/1921,0,0,3.3,-8.3
USC00203858,"HOLLAND, MI US",12/29/1921,0,0,3.3,-5.6
USC00203858,"HOLLAND, MI US",12/30/1921,0,0,3.9,-5
USC00203858,"HOLLAND, MI US",12/31/1921,0,0,4.4,-3.3
USC00203858,"HOLLAND, MI US",1/1/1922,5.1,76,-2.2,-9.4
USC00203858,"HOLLAND, MI US",1/2/1922,0,0,-3.3,-8.9
USC00203858,"HOLLAND, MI US",1/3/1922,0,0,5,-6.1
USC00203858,"HOLLAND, MI US",1/4/1922,3.6,0,10,-1.7
USC00203858,"HOLLAND, MI US",1/5/1922,0,0,7.2,-6.7
USC00203858,"HOLLAND, MI US",1/6/1922,0,0,-5,-7.2
USC00203858,"HOLLAND, MI US",1/7/1922,0,0,1.1,-8.9
USC00203858,"HOLLAND, MI US",1/8/1922,0,0,4.4,-2.8
USC00203858,"HOLLAND, MI US",1/9/1922,0,0,5.6,-0.6
USC00203858,"HOLLAND, MI US",1/10/1922,0,0,5,-3.3
USC00203858,"HOLLAND, MI US",1/11/1922,0,0,0.6,-6.1
USC00203858,"HOLLAND, MI US",1/12/1922,1.5,25,-5,-8.3
USC00203858,"HOLLAND, MI US",1/13/1922,4.6,76,-5,-8.3
USC00203858,"HOLLAND, MI US",1/14/1922,0,0,5,-7.8
USC00203858,"HOLLAND, MI US",1/15/1922,1,25,5,-8.9
USC00203858,"HOLLAND, MI US",1/16/1922,0,0,-1.7,-7.8
USC00203858,"HOLLAND, MI US",1/17/1922,0,0,2.8,-9.4
USC00203858,"HOLLAND, MI US",1/18/1922,0,0,-0.6,-4.4
USC00203858,"HOLLAND, MI US",1/19/1922,0.8,13,0.6,-9.4
USC00203858,"HOLLAND, MI US",1/20/1922,0,0,-1.7,-12.8
USC00203858,"HOLLAND, MI US",1/21/1922,1,13,-0.6,-7.8
USC00203858,"HOLLAND, MI US",1/22/1922,2,25,-1.1,-15
USC00203858,"HOLLAND, MI US",1/23/1922,1,13,-11.7,-16.1
USC00203858,"HOLLAND, MI US",1/24/1922,0,0,-10,-19.4
USC00203858,"HOLLAND, MI US",1/25/1922,0,0,-7.8,-22.8
USC00203858,"HOLLAND, MI US",1/26/1922,0,0,-4.4,-18.3
USC00203858,"HOLLAND, MI US",1/27/1922,0,0,-1.7,-13.3
USC00203858,"HOLLAND, MI US",1/28/1922,0,0,-2.2,-16.1
USC00203858,"HOLLAND, MI US",1/29/1922,0,0,1.7,-14.4
USC00203858,"HOLLAND, MI US",1/30/1922,0,0,1.7,-11.7
USC00203858,"HOLLAND, MI US",1/31/1922,0,0,6.7,-8.3
USC00203858,"HOLLAND, MI US",2/1/1922,2.5,0,5.6,-1.7
USC00203858,"HOLLAND, MI US",2/2/1922,2,38,5.6,-6.7
USC00203858,"HOLLAND, MI US",2/3/1922,1.5,25,-3.3,-6.1
USC00203858,"HOLLAND, MI US",2/4/1922,0,0,1.7,-4.4
USC00203858,"HOLLAND, MI US",2/5/1922,2.5,25,2.8,-3.3
USC00203858,"HOLLAND, MI US",2/6/1922,0,0,1.1,-3.3
USC00203858,"HOLLAND, MI US",2/7/1922,1,13,-2.2,-5.6
USC00203858,"HOLLAND, MI US",2/8/1922,0,0,5,-7.8
USC00203858,"HOLLAND, MI US",2/9/1922,0,0,6.7,-0.6
USC00203858,"HOLLAND, MI US",2/10/1922,0,0,10.6,-3.9
USC00203858,"HOLLAND, MI US",2/11/1922,0,0,4.4,-8.3
USC00203858,"HOLLAND, MI US",2/12/1922,2.5,25,-6.1,-9.4
USC00203858,"HOLLAND, MI US",2/13/1922,1,13,-5,-8.9
USC00203858,"HOLLAND, MI US",2/14/1922,0,0,-1.7,-11.1
USC00203858,"HOLLAND, MI US",2/15/1922,0,0,-1.7,-11.7
USC00203858,"HOLLAND, MI US",2/16/1922,3,38,-8.3,-13.3
USC00203858,"HOLLAND, MI US",2/17/1922,0,0,1.1,-12.8
USC00203858,"HOLLAND, MI US",2/18/1922,0,0,3.9,-0.6
USC00203858,"HOLLAND, MI US",2/19/1922,0,0,7.2,-2.8
USC00203858,"HOLLAND, MI US",2/20/1922,0,0,3.3,-5
USC00203858,"HOLLAND, MI US",2/21/1922,4.6,0,2.2,-6.7
USC00203858,"HOLLAND, MI US",2/22/1922,13.2,0,11.7,0
USC00203858,"HOLLAND, MI US",2/23/1922,5.3,0,12.2,-6.1
USC00203858,"HOLLAND, MI US",2/24/1922,0,0,-2.8,-10.6
USC00203858,"HOLLAND, MI US",2/25/1922,0,0,3.3,-5.6
USC00203858,"HOLLAND, MI US",2/26/1922,0,0,3.9,-3.3
USC00203858,"HOLLAND, MI US",2/27/1922,0,0,2.2,-6.7
USC00203858,"HOLLAND, MI US",2/28/1922,0,0,-3.3,-7.8
USC00203858,"HOLLAND, MI US",3/1/1922,0,0,-2.2,-8.3
USC00203858,"HOLLAND, MI US",3/2/1922,0,0,0,-5
USC00203858,"HOLLAND, MI US",3/3/1922,0,0,4.4,-5.6
USC00203858,"HOLLAND, MI US",3/4/1922,0,0,6.7,-4.4
USC00203858,"HOLLAND, MI US",3/5/1922,0,0,12.2,-1.1
USC00203858,"HOLLAND, MI US",3/6/1922,0,0,12.8,3.3
USC00203858,"HOLLAND, MI US",3/7/1922,1.3,13,6.1,-3.9
USC00203858,"HOLLAND, MI US",3/8/1922,0,0,5.6,-6.7
USC00203858,"HOLLAND, MI US",3/9/1922,0,0,12.2,-1.1
USC00203858,"HOLLAND, MI US",3/10/1922,0,0,12.2,-2.2
USC00203858,"HOLLAND, MI US",3/11/1922,0,0,12.2,0.6
USC00203858,"HOLLAND, MI US",3/12/1922,0,0,12.8,-2.2
USC00203858,"HOLLAND, MI US",3/13/1922,0,0,15.6,2.8
USC00203858,"HOLLAND, MI US",3/14/1922,0,0,12.2,3.3
USC00203858,"HOLLAND, MI US",3/15/1922,0,0,11.1,-2.2
USC00203858,"HOLLAND, MI US",3/16/1922,0,0,3.9,-10.6
USC00203858,"HOLLAND, MI US",3/17/1922,0,0,2.2,-4.4
USC00203858,"HOLLAND, MI US",3/18/1922,0,0,1.1,-4.4
USC00203858,"HOLLAND, MI US",3/19/1922,11.7,0,5.6,-0.6
USC00203858,"HOLLAND, MI US",3/20/1922,14.5,102,3.9,-2.2
USC00203858,"HOLLAND, MI US",3/21/1922,5.1,165,-1.1,-3.9
USC00203858,"HOLLAND, MI US",3/22/1922,0,0,2.2,-5
USC00203858,"HOLLAND, MI US",3/23/1922,0,0,11.7,-2.2
USC00203858,"HOLLAND, MI US",3/24/1922,0,0,6.7,1.1
USC00203858,"HOLLAND, MI US",3/25/1922,5.1,0,22.2,1.1
USC00203858,"HOLLAND, MI US",3/26/1922,5.1,0,10,-0.6
USC00203858,"HOLLAND, MI US",3/27/1922,1.5,0,4.4,0.6
USC00203858,"HOLLAND, MI US",3/28/1922,11.4,0,10,1.1
USC00203858,"HOLLAND, MI US",3/29/1922,0,0,3.9,-3.9
USC00203858,"HOLLAND, MI US",3/30/1922,13.5,0,1.7,-1.7
USC00203858,"HOLLAND, MI US",3/31/1922,9.1,64,1.7,-1.1
USC00203858,"HOLLAND, MI US",4/1/1922,0.5,5,5,-2.8
USC00203858,"HOLLAND, MI US",4/2/1922,0,0,11.1,-2.2
USC00203858,"HOLLAND, MI US",4/3/1922,0,0,12.2,7.8
USC00203858,"HOLLAND, MI US",4/4/1922,0.3,0,15.6,2.2
USC00203858,"HOLLAND, MI US",4/5/1922,0,0,13.9,2.8
USC00203858,"HOLLAND, MI US",4/6/1922,0,0,20,7.8
USC00203858,"HOLLAND, MI US",4/7/1922,0,0,21.7,10.6
USC00203858,"HOLLAND, MI US",4/8/1922,0.3,0,21.1,3.9
USC00203858,"HOLLAND, MI US",4/9/1922,3.3,0,20,11.1
USC00203858,"HOLLAND, MI US",4/10/1922,4.3,0,17.8,6.7
USC00203858,"HOLLAND, MI US",4/11/1922,26.9,0,16.7,2.2
USC00203858,"HOLLAND, MI US",4/12/1922,1,0,5,1.1
USC00203858,"HOLLAND, MI US",4/13/1922,0,0,12.8,0.6
USC00203858,"HOLLAND, MI US",4/14/1922,0.8,0,8.3,1.1
USC00203858,"HOLLAND, MI US",4/15/1922,0,0,14.4,1.1
USC00203858,"HOLLAND, MI US",4/16/1922,0,0,22.8,4.4
USC00203858,"HOLLAND, MI US",4/17/1922,36.8,0,20,4.4
USC00203858,"HOLLAND, MI US",4/18/1922,0,0,10.6,2.2
USC00203858,"HOLLAND, MI US",4/19/1922,0.5,0,12.8,0.6
USC00203858,"HOLLAND, MI US",4/20/1922,1,0,5,-1.1
USC00203858,"HOLLAND, MI US",4/21/1922,7.6,0,7.2,-1.1
USC00203858,"HOLLAND, MI US",4/22/1922,0,0,10,-1.7
USC00203858,"HOLLAND, MI US",4/23/1922,0,0,15,3.9
USC00203858,"HOLLAND, MI US",4/24/1922,0,0,18.9,5.6
USC00203858,"HOLLAND, MI US",4/25/1922,1,0,15,8.3
USC00203858,"HOLLAND, MI US",4/26/1922,0,0,11.1,6.7
USC00203858,"HOLLAND, MI US",4/27/1922,0,0,11.7,-1.7
USC00203858,"HOLLAND, MI US",4/28/1922,0,0,14.4,-2.2
USC00203858,"HOLLAND, MI US",4/29/1922,0,0,13.9,-2.2
USC00203858,"HOLLAND, MI US",4/30/1922,0,0,19.4,2.2
USC00203858,"HOLLAND, MI US",5/1/1922,0,0,22.2,6.7
USC00203858,"HOLLAND, MI US",5/2/1922,0,0,23.3,8.9
USC00203858,"HOLLAND, MI US",5/3/1922,1.5,0,21.1,12.8
USC00203858,"HOLLAND, MI US",5/4/1922,7.4,0,21.7,11.1
USC00203858,"HOLLAND, MI US",5/5/1922,0,0,23.9,7.8
USC00203858,"HOLLAND, MI US",5/6/1922,0.5,0,20.6,12.8
USC00203858,"HOLLAND, MI US",5/7/1922,0,0,21.1,7.2
USC00203858,"HOLLAND, MI US",5/8/1922,0,0,23.3,6.1
USC00203858,"HOLLAND, MI US",5/9/1922,3.8,0,27.8,11.7
USC00203858,"HOLLAND, MI US",5/10/1922,0,0,30.6,16.1
USC00203858,"HOLLAND, MI US",5/11/1922,0,0,30,16.7
USC00203858,"HOLLAND, MI US",5/12/1922,0,0,27.8,17.2
USC00203858,"HOLLAND, MI US",5/13/1922,0.5,0,21.1,10.6
USC00203858,"HOLLAND, MI US",5/14/1922,0,0,23.3,7.2
USC00203858,"HOLLAND, MI US",5/15/1922,0,0,19.4,7.8
USC00203858,"HOLLAND, MI US",5/16/1922,0,0,22.2,6.7
USC00203858,"HOLLAND, MI US",5/17/1922,0,0,20,12.2
USC00203858,"HOLLAND, MI US",5/18/1922,17.3,0,20,11.7
USC00203858,"HOLLAND, MI US",5/19/1922,18.8,0,13.9,7.8
USC00203858,"HOLLAND, MI US",5/20/1922,0.5,0,18.9,8.9
USC00203858,"HOLLAND, MI US",5/21/1922,0,0,25,8.9
USC00203858,"HOLLAND, MI US",5/22/1922,0,0,23.9,11.1
USC00203858,"HOLLAND, MI US",5/23/1922,0,0,27.2,10.6
USC00203858,"HOLLAND, MI US",5/24/1922,0,0,28.3,16.1
USC00203858,"HOLLAND, MI US",5/25/1922,12.7,0,27.2,17.8
